concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason,FSN
4104923,Transection of larynx,Condition,SNOMED,Disorder,S,282458002,20020131,20991231,,Transection of larynx (disorder)
4027591,Philepittidae,Observation,SNOMED,Organism,S,107156001,20020131,20991231,,Family Philepittidae (organism); Family philepittidae (organism)
4335871,Diathermy of choroid,Procedure,SNOMED,Procedure,S,231786007,20020131,20991231,,Diathermy of choroid (procedure)
4306981,Barnardius zonarius,Observation,SNOMED,Organism,S,422960003,20070131,20991231,,Barnardius zonarius (organism)
4095178,Subdural hemorrhage due to intrapartum anoxia AND/OR hypoxia,Condition,SNOMED,Disorder,S,25004000,20020131,20991231,,Subdural hemorrhage due to intrapartum anoxia AND/OR hypoxia (disorder)
4101043,Cyclic ketone,Drug,SNOMED,Substance,,300046003,20020131,20991231,,Cyclic ketone (substance)
4017261,Salmonella Harleystreet,Observation,SNOMED,Organism,S,114629001,20020131,20991231,,Salmonella Harleystreet (organism)
4034401,Arthroplasty of metacarpophalangeal joint of finger,Procedure,SNOMED,Procedure,S,239490007,20020131,20991231,,Arthroplasty of metacarpophalangeal joint of finger (procedure)
4010043,"Aliphatic carboxylic acid, C10-C26",Drug,SNOMED,Substance,,102707001,20020131,20991231,,"Aliphatic carboxylic acid, C10-C26 (substance); Aliphatic carboxylic acids, C10-C26 (substance)"
4313406,Accident caused by harvester,Observation,SNOMED,Event,S,217939001,20020131,20991231,,Accident caused by harvester (event); Accident caused by harvester (finding)
4314665,Contaminated substance transfused,Observation,SNOMED,Event,S,216994004,20020131,20991231,,Contaminated substance transfused (event); Contaminated substance transfused (finding)
4238646,Excision of lymph node,Procedure,SNOMED,Procedure,S,58347006,20020131,20991231,,Excision of lymph node (procedure)
36683226,Zinc acetate only product in cutaneous dose form,Drug,SNOMED,Clinical Drug Form,,780797005,20190131,20991231,,Product containing only zinc acetate in cutaneous dose form (medicinal product form)
620292,Entire skin and/or subcutaneous tissue of breast,Spec Anatomic Site,SNOMED,Body Structure,S,895272005,20210131,20991231,,Entire skin and/or subcutaneous tissue of breast (body structure)
44790959,Conversion of hip arthroplasty,Procedure,SNOMED,Procedure,S,248811000000107,20061002,20991231,,
37018636,History of tobacco use in remission less than 12 months,Observation,SNOMED,Context-dependent,,85931000119105,20160131,20991231,,History of tobacco use in remission less than 12 months (situation)
44806077,Allo-tetrahydrocortisol output measurement,Measurement,SNOMED,Procedure,S,799591000000106,20111003,20991231,,
4192777,Action plan (community),Observation,SNOMED,Procedure,S,394830001,20030131,20991231,,Action plan (community) (procedure)
37114646,Entire bone tissue of inferior nasal turbinate,Spec Anatomic Site,SNOMED,Body Structure,S,730719006,20170731,20991231,,Entire bone tissue of inferior nasal turbinate (body structure)
4201478,Borderline blood pressure,Condition,SNOMED,Clinical Finding,S,314956000,20020131,20991231,,Borderline blood pressure (finding)
4173219,Allergy to calcitonin,Observation,SNOMED,Clinical Finding,,294839001,20020131,20991231,,Allergy to calcitonin (finding); Calcitonin allergy (disorder)
4161868,Accidental electrolyte agent poisoning,Condition,SNOMED,Disorder,S,291938009,20020131,20991231,,Accidental electrolyte agent poisoning (event); Accidental electrolyte agent poisoning (disorder)
37175356,Referred by outside establishment,Observation,SNOMED,Clinical Finding,S,22381000175106,20220901,20991231,,
43020944,Fetal kinetocardiography,Procedure,SNOMED,Procedure,S,472826006,20130131,20991231,,Fetal kinetocardiography (procedure)
45770315,Pin prick sensation of left dermatome of seventh cervical nerve absent,Condition,SNOMED,Clinical Finding,S,926371000000108,20141001,20991231,,
4288405,Mass per unit area,Unit,SNOMED,Qualifier Value,,396176002,20030731,20991231,,Mass per unit area (qualifier value)
4084813,"Bone marrow aspiration procedure, anterior iliac crest",Procedure,SNOMED,Procedure,S,24044003,20020131,20991231,,"Bone marrow aspiration procedure, anterior iliac crest (procedure)"
4077885,"Mass spectrometry, chemical ionization type",Measurement,SNOMED,Procedure,S,18843003,20020131,20991231,,"Mass spectrometry, chemical ionization type (procedure)"
4080435,Leishmanial pneumonia,Condition,SNOMED,Disorder,S,240635003,20020131,20991231,,Pneumonia caused by Leishmania (disorder); Leishmanial pneumonia (disorder)
4161841,Misoprostol 100 microgram oral tablet,Drug,SNOMED,Clinical Drug,,374245006,20020731,20991231,,Product containing precisely misoprostol 100 microgram/1 each conventional release oral tablet (clinical drug); Product containing only misoprostol 100 microgram/1 each oral tablet (clinical drug); Product containing misoprostol 100 microgram/1 each oral tablet (clinical drug); Misoprostol 100micrograms tablet (product); Misoprostol 100mcg tablet (product)
44802043,Lives in local authority rented accommodation,Observation,SNOMED,Clinical Finding,S,491751000000100,20091001,20991231,,
44804649,Worsening balance,Observation,SNOMED,Clinical Finding,S,781091000000100,20111003,20991231,,
35621815,Assessment using Hamilton Rating Scale for Depression,Measurement,SNOMED,Procedure,,763071002,20180731,20991231,,Assessment using Hamilton Rating Scale for Depression (procedure)
134330,Idiopathic transverse myelitis,Condition,SNOMED,Disorder,S,425756000,20070731,20991231,,Idiopathic transverse myelitis (disorder)
4198606,Photobacterium profundum,Observation,SNOMED,Organism,S,432891001,20080731,20991231,,Photobacterium profundum (organism)
37153781,Automotive barrier grease,Observation,SNOMED,Substance,S,1237105002,20220930,20991231,,Automotive barrier grease (substance)
4044612,Neisseria meningitidis group C antibody,Observation,SNOMED,Substance,S,120970008,20020131,20991231,,Antibody to Neisseria meningitidis group C (substance); Neisseria meningitidis group C antibody (substance)
4137649,Site of referred pain,Observation,SNOMED,Attribute,,263597005,20020131,20991231,,Site of referred pain (attribute)
4316166,Accident due to heat in factory,Observation,SNOMED,Event,S,217597007,20020131,20991231,,Accident due to heat in factory (event); Accident due to heat in factory (finding)
4198913,Methylomicrobium pelagicum,Observation,SNOMED,Organism,S,433282004,20080731,20991231,,Methylomicrobium pelagicum (organism)
44805545,"Single manic episode, severe",Condition,SNOMED,Disorder,S,764641000000104,20110401,20991231,,
36714300,Bone structure of right radius,Spec Anatomic Site,SNOMED,Body Structure,S,719465008,20170131,20991231,,Bone structure of right radius (body structure)
37206406,Aripiprazole only product in oromucosal dose form,Drug,SNOMED,Clinical Drug Form,,786107000,20190731,20991231,,Product containing only aripiprazole in oromucosal dose form (medicinal product form)
37312135,Retinal racemose hemangioma,Condition,SNOMED,Disorder,S,789700005,20200131,20991231,,Congenital racemose hemangioma of retina (disorder)
4270018,"Mycobacteria microscopy, culture and sensitivities",Measurement,SNOMED,Procedure,S,401274007,20030731,20991231,,"Mycobacteria microscopy, culture and sensitivities (procedure)"
4095718,Manilae,Meas Value,SNOMED,Qualifier Value,S,262436009,20020131,20991231,,Manilae (qualifier value)
36675792,Betamethasone- and salicylic acid-containing product in cutaneous dose form,Drug,SNOMED,Clinical Drug Form,,772347008,20190131,20991231,,Product containing betamethasone and salicylic acid in cutaneous dose form (medicinal product form)
45770537,Northern Ireland Health Board,Observation,SNOMED,Qualifier Value,S,930681000000103,20141001,20991231,,
36683276,Dipivefrin-containing product in ocular dose form,Drug,SNOMED,Clinical Drug Form,,781036003,20190131,20991231,,Product containing dipivefrine in ocular dose form (medicinal product form); Product containing dipivefrin in ocular dose form (medicinal product form)
4298107,Failed attempted termination of pregnancy with renal tubular necrosis,Condition,SNOMED,Disorder,S,77186001,20020131,20991231,,Failed attempted abortion with renal tubular necrosis (disorder)
4163033,Osmotic diuretic adverse reaction,Observation,SNOMED,Disorder,S,293482001,20020131,20991231,,Osmotic diuretic adverse reaction (disorder)
37311807,Suppurative sinus of skin,Condition,SNOMED,Disorder,S,816999002,20200131,20991231,,Suppurative sinus of skin (disorder)
37115131,Entire tributary of central retinal vein,Spec Anatomic Site,SNOMED,Body Structure,S,731368004,20170731,20991231,,Entire tributary of central retinal vein (body structure)
36677905,Clonidine only product,Drug,SNOMED,Pharma/Biol Product,,775310001,20190131,20991231,,Product containing only clonidine (medicinal product)
4312455,Burning caused by conflagration in rooming house,Observation,SNOMED,Event,S,217255002,20020131,20991231,,Burning caused by conflagration in rooming house (event); Burning caused by conflagration in rooming house (finding)
4083097,Skeletal survey - arthritis,Procedure,SNOMED,Procedure,S,241102002,20020131,20991231,,Skeletal survey - arthritis (procedure)
4316468,Accidental poisoning by exhaust gas from gas engine,Condition,SNOMED,Disorder,S,216838003,20020131,20991231,,Accidental poisoning by exhaust gas from gas engine (event); Accidental poisoning by exhaust gas from gas engine (disorder)
4330503,Cellulomonas humilata,Observation,SNOMED,Organism,S,431580002,20080731,20991231,,Cellulomonas humilata (organism)
4353706,EEG spectral edge frequency,Observation,SNOMED,Observable Entity,S,250841002,20020131,20991231,,Electroencephalogram spectral edge frequency (observable entity); EEG spectral edge frequency (observable entity)
607576,Fosdenopterin only product in parenteral dose form,Drug,SNOMED,Clinical Drug Form,,1153620000,20210731,20991231,,Product containing only fosdenopterin in parenteral dose form (medicinal product form)
4226633,Balsalazide,Drug,SNOMED,Substance,,420557005,20060731,20991231,,Balsalazide (substance)
4172659,Acinetobacter schindleri,Observation,SNOMED,Organism,S,423732001,20070131,20991231,,Acinetobacter schindleri (organism)
37017777,Linear gingival erythema caused by fungus,Condition,SNOMED,Disorder,S,714113003,20160131,20991231,,Linear gingival erythema caused by fungus (disorder)
4236702,Internal feature of tympanic membrane,Spec Anatomic Site,SNOMED,Body Structure,S,361074008,20020131,20991231,,Structure of internal feature of tympanic membrane (body structure); Internal feature of tympanic membrane (body structure)
4046878,Congestive heart failure monitoring,Observation,SNOMED,Procedure,S,134378009,20020131,20991231,,Congestive heart failure monitoring (regime/therapy); Congestive heart failure monitoring (procedure)
36714844,Giardia lamblia 65 Ag,Observation,SNOMED,Substance,S,720244005,20170131,20991231,,Antigen of Giardia lamblia 65 (substance)
4156865,Carbenicillin,Drug,SNOMED,Substance,,372713001,20020731,20991231,,Carbenicillin (substance)
4134338,Fracture of bone of forefoot,Condition,SNOMED,Disorder,S,263250005,20020131,20991231,,Fracture of bone of forefoot (disorder)
4232675,Endobronchial blocker,Device,SNOMED,Physical Object,S,360143004,20020131,20991231,,Endobronchial blocker (physical object)
4028525,Conchotomy,Procedure,SNOMED,Procedure,S,13490005,20020131,20991231,,Conchotomy (procedure)
4330171,Aldosterone-containing product,Drug,SNOMED,Pharma/Biol Product,,22474002,20020131,20991231,,Product containing aldosterone (medicinal product); Aldosterone preparation (product); Aldosterone preparation (substance)
4121283,Immunoglobulin A2 deficiency,Condition,SNOMED,Disorder,S,234552000,20020131,20991231,,Immunoglobulin A2 deficiency (disorder)
607114,Accidental deoxycortone poisoning,Condition,SNOMED,Disorder,S,1149147006,20210731,20991231,,Accidental deoxycortone poisoning (disorder)
37152248,Domperidone 10 mg orodispersible tablet,Drug,SNOMED,Clinical Drug,,1179452000,20211031,20991231,,Product containing precisely domperidone 10 milligram/1 each conventional release orodispersible tablet (clinical drug)
4239564,Incision and exploration of spleen,Procedure,SNOMED,Procedure,S,91617003,20020131,20991231,,Incision and exploration of spleen (procedure)
4009456,Open fracture of sesamoid bone of hand,Condition,SNOMED,Disorder,S,208428002,20020131,20991231,,Open fracture of sesamoid bone of hand (disorder); Open fracture sesamoid bone of hand (disorder)
4050862,Intermittent hemodialysis with continuous ultrafiltration,Procedure,SNOMED,Procedure,S,233577009,20020131,20991231,,Intermittent hemodialysis with continuous ultrafiltration (procedure)
40483377,Cornish language,Language,SNOMED,Qualifier Value,S,445409008,20100731,20991231,,Cornish language (qualifier value)
4007184,Heptachlor measurement,Measurement,SNOMED,Procedure,S,121590002,20020131,20991231,,Heptachlor measurement (procedure)
438309,"Collision between railway vehicles, railway employee injured",Observation,SNOMED,Event,S,213773001,20020131,20991231,,"Collision between railway vehicles, railway employee injured (event); Collision between railway vehicles, railway employee injured (finding)"
4349263,Dermatome of third thoracic nerve,Spec Anatomic Site,SNOMED,Body Structure,S,244042009,20020131,20991231,,Dermatome of third thoracic nerve (body structure)
4221179,Medical air cylinder G,Device,SNOMED,Physical Object,S,337552008,20020131,20991231,,Medical air cylinder G (physical object)
44809915,Thrombosis of dialysis arteriovenous fistula,Condition,SNOMED,Disorder,S,866001000000102,20130401,20991231,,
4134863,Vessel location technique,Observation,SNOMED,Qualifier Value,S,398037009,20030731,20991231,,Vessel location technique (qualifier value)
4216443,Bush shrike,Observation,SNOMED,Organism,S,41827008,20020131,20991231,,Bush shrike (organism)
4125349,Removal of mole of skin by excision,Procedure,SNOMED,Procedure,S,303650005,20020131,20991231,,Removal of mole of skin by excision (procedure)
4016465,Apgar at 5 minutes = 8,Measurement,SNOMED,Clinical Finding,,169918002,20020131,20991231,,Apgar at 5 minutes = 8 (finding)
36717509,Puerto Rican infant hypotonia syndrome,Condition,SNOMED,Disorder,S,721887007,20170131,20991231,,Puerto Rican infant hypotonia syndrome (disorder)
4111528,Examination of fourth toe,Procedure,SNOMED,Procedure,S,284391008,20020131,20991231,,Examination of fourth toe (procedure)
44806138,Sapovirus ribonucleic acid measurement by nucleic acid amplification test,Measurement,SNOMED,Procedure,S,820111000000106,20120401,20991231,,
4295808,Valdecoxib-containing product,Drug,SNOMED,Pharma/Biol Product,,385583007,20030131,20991231,,Product containing valdecoxib (medicinal product); Valdecoxib (product)
619608,Esophageal varices due to alcoholic cirrhosis of liver,Condition,SNOMED,Disorder,S,897005004,20210131,20991231,,Esophageal varices due to alcoholic cirrhosis of liver (disorder); Esophageal varices due to cirrhosis of liver caused by alcohol (disorder)
35609839,Unsuitable for frailty assessment,Observation,SNOMED,Clinical Finding,S,1086631000000103,20171001,20991231,,
4129370,Iodine deficiency syndrome,Condition,SNOMED,Disorder,S,237562002,20020131,20991231,,Iodine deficiency syndrome (disorder)
619817,Histologic type of primary malignant neoplasm of brain,Observation,SNOMED,Observable Entity,S,911753691000004109,20210731,20991231,,Histologic type of primary malignant neoplasm of brain (observable entity)
4017898,N-acetyl-d-glucosaminidase measurement,Measurement,SNOMED,Procedure,S,104823008,20020131,20991231,,N-acetyl-d-glucosaminidase measurement (procedure)
4346520,Radionuclide soft tissue blood pool study - early and delayed,Procedure,SNOMED,Procedure,S,241313005,20020131,20991231,,Radionuclide soft tissue blood pool study - early and delayed (procedure)
37110334,Primary malignant epithelial neoplasm of endocrine gland,Condition,SNOMED,Disorder,S,724554001,20170731,20991231,,Primary malignant epithelial neoplasm of endocrine gland (disorder)
4225326,Phylum Onychophora,Observation,SNOMED,Organism,S,421536007,20060731,20991231,,Phylum Onychophora (organism)
4180422,Carphologia,Condition,SNOMED,Clinical Finding,S,52236005,20020131,20991231,,Carphologia (finding)
4108028,Ability to perform bathing activity,Observation,SNOMED,Observable Entity,S,284797005,20020131,20991231,,Ability to perform bathing activity (observable entity)
35625370,Polygala,Drug,SNOMED,Substance,,768370006,20180731,20991231,,Polygala (substance)
43530881,Suspected fetal disorder,Observation,SNOMED,Context-dependent,S,609415007,20130731,20991231,,Suspected fetal disorder (situation)
4209488,Sporomusa aerivorans,Observation,SNOMED,Organism,S,441085004,20090131,20991231,,Sporomusa aerivorans (organism)
4169220,Allergy to mersalyl,Observation,SNOMED,Clinical Finding,,295021003,20020131,20991231,,Allergy to mersalyl (finding); Mersalyl allergy (disorder)
4114503,Lytic,Meas Value,SNOMED,Qualifier Value,S,255308008,20020131,20991231,,Lytic (qualifier value)
4220548,Streptococcal cysteine proteinase,Drug,SNOMED,Substance,,8230008,20020131,20991231,,Streptococcal cysteine proteinase (substance)
4220632,Mumps meningoencephalitis,Condition,SNOMED,Disorder,S,40099009,20020131,20991231,,Meningoencephalitis caused by mumps virus (disorder); Meningoencephalitis caused by mumps (disorder); Mumps meningoencephalitis (disorder)
40480851,Delayed priority,Meas Value,SNOMED,Qualifier Value,S,441808003,20090731,20991231,,Delayed priority (qualifier value)
4122564,Ability to expectorate,Observation,SNOMED,Observable Entity,S,289108001,20020131,20991231,,Ability to expectorate (observable entity)
4076545,Entire intertransversarius lumborum medialis,Spec Anatomic Site,SNOMED,Body Structure,S,246048005,20020131,20991231,,Entire intertransversarius lumborum medialis (body structure); Intertransversarius lumborum medialis (body structure); Intertransversarius medialis (body structure)
4119620,Traumatic arteriovenous fistula,Condition,SNOMED,Disorder,S,234012008,20020131,20991231,,Traumatic arteriovenous fistula (disorder)
37114675,Entire bone tissue of sphenoid bone,Spec Anatomic Site,SNOMED,Body Structure,S,730759009,20170731,20991231,,Entire bone tissue of sphenoid bone (body structure)
4324150,Ground substance of cartilage,Spec Anatomic Site,SNOMED,Body Structure,S,71538009,20020131,20991231,,Structure of ground substance of cartilage (body structure); Ground substance of cartilage (body structure)
37311931,Intermediate age related macular degeneration,Condition,SNOMED,Disorder,S,788967007,20200131,20991231,,Intermediate age related macular degeneration (disorder)
36713720,RCADS (Revised Children's Anxiety and Depression Scale) Parent Version depression score,Measurement,SNOMED,Observable Entity,,718665007,20170131,20991231,,Revised Children's Anxiety and Depression Scale Parent Version Major Depressive Disorder subscale score (observable entity); Revised Children's Anxiety and Depression Scale Parent Version depression score (observable entity)
608574,Stereotactic MRI guided interstitial laser destruction of lesion of brain via burr hole,Procedure,SNOMED,Procedure,S,1362401000000106,20210707,20991231,,
37155364,Promotion of adherence to medication using adherence packaging,Procedure,SNOMED,Procedure,S,581001000124104,20220901,20991231,,
4183717,Structure of subtendinous bursa of anterior tibial muscle,Spec Anatomic Site,SNOMED,Body Structure,S,43737004,20020131,20991231,,Structure of subtendinous bursa of anterior tibial muscle (body structure)
760066,Open fracture of proximal phalanx of great toe of left foot,Condition,SNOMED,Disorder,S,10834021000119105,20150301,20991231,,
4145397,Surgical biopsy of adrenal gland,Procedure,SNOMED,Procedure,S,307987001,20020131,20991231,,Surgical biopsy of adrenal gland (procedure)
764867,History of gluten sensitivity,Observation,SNOMED,Context-dependent,,7300001000004105,20150301,20991231,,
45771148,Desflurane anesthesia vaporizer,Device,SNOMED,Physical Object,S,701049006,20140731,20991231,,Desflurane anesthesia vaporizer (physical object)
44814087,Discharge letter,Type Concept,SNOMED,Record Artifact,,823701000000103,20120401,20991231,,
4120931,Unable to imitate forms of communication,Observation,SNOMED,Clinical Finding,S,288813008,20020131,20991231,,Unable to imitate forms of communication (finding)
4319623,Semduramicin sodium,Device,SNOMED,Substance,S,96161008,20020131,20991231,,Semduramicin sodium (substance)
4196103,Defensive aggression,Observation,SNOMED,Clinical Finding,S,44226007,20020131,20991231,,Defensive aggression (finding)
36717122,Azoospermia caused by chemotherapy,Condition,SNOMED,Disorder,S,720469008,20170131,20991231,,Azoospermia caused by chemotherapy (disorder)
37157791,Skin structure of midfoot region of foot,Spec Anatomic Site,SNOMED,Body Structure,S,1234897005,20220831,20991231,,Skin structure of midfoot region of foot (body structure)
44806836,Revisional anterior lumbar discectomy,Procedure,SNOMED,Procedure,S,793601000000102,20111003,20991231,,
4219841,Chaetomium nepalense,Observation,SNOMED,Organism,S,417673007,20050731,20991231,,Chaetomium nepalense (organism)
4163245,Azatadine maleate,Drug,SNOMED,Substance,,45159007,20020131,20991231,,Azatadine maleate (substance)
139210,Epidermal burn of back,Condition,SNOMED,Disorder,S,9063003,20020131,20991231,,Epidermal burn of back (disorder); Burn erythema of back (disorder)
4223509,Delayed epiphyseal closure,Observation,SNOMED,Clinical Finding,S,84321001,20020131,20991231,,Delayed epiphyseal closure (finding)
4027615,Testudinidae,Observation,SNOMED,Organism,S,107246009,20020131,20991231,,Family Testudinidae (organism); Family testudinidae (organism)
4097022,Accidental bendroflumethiazide poisoning,Condition,SNOMED,Disorder,S,291960007,20020131,20991231,,Accidental bendrofluazide poisoning (event); Accidental bendrofluazide poisoning (disorder)
4340237,Ambigrade operative pancreatography,Procedure,SNOMED,Procedure,S,235506003,20020131,20991231,,Ambigrade operative pancreatography (procedure)
4173966,CT guided percutaneous therapeutic drainage,Procedure,SNOMED,Procedure,S,277584008,20020131,20991231,,Percutaneous computed tomography guided therapeutic drainage (procedure)
36716363,Toxigenic Corynebacterium diphtheriae type gravis,Observation,SNOMED,Organism,S,722346001,20170131,20991231,,Toxigenic Corynebacterium diphtheriae type gravis (organism)
4306146,Tube,Device,SNOMED,Physical Object,S,83059008,20020131,20991231,,"Tube, device (physical object)"
4171029,Tsuruse virus,Observation,SNOMED,Organism,S,47532008,20020131,20991231,,Tsuruse virus (organism)
4049900,Snail,Observation,SNOMED,Organism,S,15838006,20020131,20991231,,Snail (organism)
4124416,Intracerebral drain,Device,SNOMED,Physical Object,S,258645009,20020131,20991231,,Intracerebral drain (physical object)
37168439,Foreign body in skin of great toe with infection,Condition,SNOMED,Disorder,S,1279983005,20230630,20991231,,Foreign body in skin of great toe with infection (disorder)
4003822,Failure of differentiation of bones of lower limb,Condition,SNOMED,Disorder,S,205366002,20020131,20991231,,Failure of differentiation of bones of lower limb (disorder)
4188152,Structure of hematological system,Spec Anatomic Site,SNOMED,Body Structure,S,414387006,20050131,20991231,,Hematological system structure (body structure); Structure of hematological system (body structure)
36682431,Nicorandil only product in oral dose form,Drug,SNOMED,Clinical Drug Form,,780000008,20190131,20991231,,Product containing only nicorandil in oral dose form (medicinal product form)
46284721,ASQ-3 (Ages and Stages Questionnaires Third Edition) 10 month questionnaire - gross motor score,Measurement,SNOMED,Observable Entity,S,952881000000102,20150401,20991231,,
4249116,Liver antibody,Observation,SNOMED,Substance,S,406519007,20040131,20991231,,Liver antibody (substance)
4252750,Telecommunications technician,Observation,SNOMED,Social Context,S,74557001,20020131,20991231,,Telecommunications technician (occupation)
4056066,Entire renal vein,Spec Anatomic Site,SNOMED,Body Structure,S,181370002,20020131,20991231,,Entire renal vein (body structure)
37152965,Valproate sodium 200 mg and valproic acid 87 mg prolonged-release oral tablet,Drug,SNOMED,Clinical Drug,,1204385002,20220228,20991231,,Product containing precisely sodium valproate 200 milligram and valproic acid 87 milligram/1 each prolonged-release oral tablet (clinical drug); Product containing precisely valproate sodium 200 milligram and valproic acid 87 milligram/1 each prolonged-release oral tablet (clinical drug)
37167539,Gilthead seabream,Observation,SNOMED,Substance,S,1268405003,20230228,20991231,,Sparus aurata (substance)
4094628,Intentional doxepin poisoning,Condition,SNOMED,Disorder,S,290832001,20020131,20991231,,Intentional doxepin poisoning (event); Intentional doxepin poisoning (disorder)
4330706,Chimney,Observation,SNOMED,Physical Object,,224742007,20020131,20991231,,Chimney (physical object)
4323358,Replacement of lateral canthal tendon using tarsal strip,Procedure,SNOMED,Procedure,S,429055001,20080131,20991231,,Replacement of lateral canthal tendon using tarsal strip (procedure)
4006681,Terpineol measurement,Measurement,SNOMED,Procedure,S,121695003,20020131,20991231,,Terpineol measurement (procedure)
4037143,Brief examination of patient,Procedure,SNOMED,Procedure,S,162652000,20020131,20991231,,Brief examination of patient (procedure)
4154579,Injury of thoracic cavity,Condition,SNOMED,Disorder,S,284006002,20020131,20991231,,Injury of thoracic cavity (disorder)
4091893,Grassi test,Procedure,SNOMED,Procedure,S,252661001,20020131,20991231,,Grassi test (procedure)
607006,Has absorbability,Observation,SNOMED,Attribute,,1148969005,20210731,20991231,,Has absorbability (attribute)
4099895,Holocentrus ascensionis,Observation,SNOMED,Organism,S,2755005,20020131,20991231,,Holocentrus ascensionis (organism)
4331022,Front door,Observation,SNOMED,Physical Object,,224748006,20020131,20991231,,Front door (physical object)
4157432,Trimipramine (as trimipramine maleate) 10 mg oral tablet,Drug,SNOMED,Clinical Drug,,321887002,20020131,20991231,,Product containing precisely trimipramine (as trimipramine maleate) 10 milligram/1 each conventional release oral tablet (clinical drug); Product containing only trimipramine 10 mg/1 each oral tablet (clinical drug); Product containing trimipramine 10 mg/1 each oral tablet (clinical drug); Trimipramine 10mg tablet (product); Trimipramine 10mg tablet (substance)
4130512,Neoplasm of lesser curvature of stomach,Condition,SNOMED,Disorder,S,126828005,20020131,20991231,,Neoplasm of lesser curvature of stomach (disorder)
36684822,Benign neoplasm of right kidney,Condition,SNOMED,Disorder,S,353961000119108,20180901,20991231,,
4240330,Rib syndrome,Condition,SNOMED,Clinical Finding,S,58724008,20020131,20991231,,Rib syndrome (finding)
4137270,Discharge from day hospital,Observation,SNOMED,Procedure,S,306677009,20020131,20991231,,Discharge from day hospital (procedure)
37117914,Chlorobutanol hemihydrate,Drug,SNOMED,Substance,,725665005,20170731,20991231,,Chlorobutanol hemihydrate (substance)
4090105,Cysticercosis of eye,Condition,SNOMED,Disorder,S,187149005,20020131,20991231,,Cysticercosis of eye (disorder)
4155937,Haloperidol 1.5 mg oral tablet,Drug,SNOMED,Clinical Drug,,321416009,20020131,20991231,,Product containing precisely haloperidol 1.5 milligram/1 each conventional release oral tablet (clinical drug); Product containing only haloperidol 1.5 mg/1 each oral tablet (clinical drug); Product containing haloperidol 1.5 mg/1 each oral tablet (clinical drug); Haloperidol 1.5mg tablet (product); Haloperidol 1.5mg tablet (substance)
4054318,Feline rotavirus,Observation,SNOMED,Organism,S,12553000,20020131,20991231,,Feline rotavirus (organism)
4112260,Ectatic,Meas Value,SNOMED,Qualifier Value,S,255381004,20020131,20991231,,Ectatic (qualifier value)
4117811,gram nitrogen/day,Unit,SNOMED,Qualifier Value,,258894007,20020131,20991231,,gram nitrogen/day (qualifier value)
37172046,"Salmonella Typhi H (flagellar) antigen, group D test in serum qualitative result",Measurement,SNOMED,Observable Entity,S,44001000237102,20230607,20991231,,
36695921,Structure of tendon within second toe,Spec Anatomic Site,SNOMED,Body Structure,S,781023003,20190131,20991231,,Structure of tendon within second toe (body structure); Structure of tendon of second toe (body structure)
4130865,Medial rotation - action,Observation,SNOMED,Qualifier Value,S,264739002,20020131,20991231,,Medial rotation - action (qualifier value)
37165558,Differentiated thyroid carcinoma,Condition,SNOMED,Disorder,S,1255086008,20221130,20991231,,Differentiated thyroid carcinoma (disorder)
35625558,Acetaminophen- and butalbital- and caffeine- and codeine-containing product in oral dose form,Drug,SNOMED,Clinical Drug Form,,768588002,20180731,20991231,,Product containing butalbital and caffeine and codeine and paracetamol in oral dose form (medicinal product form); Product containing butalbital and caffeine and codeine and paracetamol in oral dosage form (medicinal product form)
36675931,Glycopyrronium- and neostigmine-containing product in parenteral dose form,Drug,SNOMED,Clinical Drug Form,,772490008,20190131,20991231,,Product containing glycopyrronium and neostigmine in parenteral dose form (medicinal product form)
606965,Autosomal dominant sideroblastic anemia,Condition,SNOMED,Disorder,S,1148914007,20210731,20991231,,Autosomal dominant sideroblastic anemia (disorder)
608810,Bilateral seronegative rheumatoid arthritis of elbow joints,Condition,SNOMED,Disorder,S,15691121000119103,20210731,20991231,,Seronegative rheumatoid arthritis of joint of bilateral elbows (disorder)
4141512,Fiberoptic endoscopic rubber band ligation of upper gastrointestinal tract varices,Procedure,SNOMED,Procedure,S,426841006,20070731,20991231,,Fiberoptic endoscopic rubber band ligation of upper gastrointestinal tract varices (procedure)
4117610,Internal rotator of shoulder joint,Spec Anatomic Site,SNOMED,Body Structure,S,303556006,20020131,20991231,,Structure of internal rotator of shoulder joint (body structure); Internal rotator of shoulder joint (body structure)
4026097,Borrelia burgdorferi 47-kD antibody,Observation,SNOMED,Substance,S,120864003,20020131,20991231,,Antibody to Borrelia burgdorferi 47-kD (substance); Borrelia burgdorferi 47-kD antibody (substance)
4084666,Neurosurgical emergency hospital admission,Observation,SNOMED,Procedure,S,183476002,20020131,20991231,,Neurosurgical emergency hospital admission (procedure); Admit neurosurgical emergency (procedure)
4033261,Micrurus spixii,Observation,SNOMED,Organism,S,14879001,20020131,20991231,,Micrurus spixii (organism)
4186562,Pacing beats/minute,Unit,SNOMED,Qualifier Value,,414988007,20050131,20991231,,Pacing beats/minute (qualifier value)
4224219,Entire ginglymus,Spec Anatomic Site,SNOMED,Body Structure,S,335391000,20020131,20991231,,Entire ginglymus (body structure)
